,Наименование,Скидка,Цена,Цена со скидкой,Бренд,feedbacks,rating,Ссылка,high_rating,memory_size,op_memory,bought,screen_size
591,10 4G 4  6.4 FHD  50mp NFC,0,18090,18090,Realme,4,5,https://www.wildberries.ru/catalog/132198060/detail.aspx?targetUrl=BP,1,128Gb,,,
592,"BV6600, оранжевый",30,17128,11989,Blackview,12,5,https://www.wildberries.ru/catalog/119350259/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,5.7
593,Galaxy S21 FE ,21,55990,44232,Samsung,12,4,https://www.wildberries.ru/catalog/99532270/detail.aspx?targetUrl=BP,1,256Gb,,,
594,Redmi A1   3 Black,20,7990,6392,Xiaomi,22,5,https://www.wildberries.ru/catalog/106048894/detail.aspx?targetUrl=BP,1,32Gb,2Gb,400,6.52
596,Galaxy A13 ,20,14990,11992,Samsung,91,5,https://www.wildberries.ru/catalog/84888192/detail.aspx?targetUrl=BP,1,64Gb,,,
600,"С35 зеленый 2408x1080 6.6"" 4  5000 мАч",0,14590,14590,Realme,63,5,https://www.wildberries.ru/catalog/111521299/detail.aspx?targetUrl=BP,1,128Gb,,,
601,"Galaxy A53 5G 6.5"" ",28,39990,28792,Samsung,9,5,https://www.wildberries.ru/catalog/109230913/detail.aspx?targetUrl=BP,1,256Gb,,,
603,Galaxy A03 ,28,10490,7552,Samsung,99,5,https://www.wildberries.ru/catalog/84888166/detail.aspx?targetUrl=BP,1,32Gb,,,
604,Galaxy A32 ,20,19990,15992,Samsung,76,5,https://www.wildberries.ru/catalog/94454062/detail.aspx?targetUrl=BP,1,64Gb,,,
605,Redmi 10A  3,20,10490,8392,Xiaomi,10,5,https://www.wildberries.ru/catalog/116546980/detail.aspx?targetUrl=BP,1,32Gb,2Gb,300,6.53
606,iPhone 13 Pro Max 1Tb (СНГ),16,159990,134391,Apple,5,4,https://www.wildberries.ru/catalog/114447576/detail.aspx?targetUrl=BP,1,1024Gb,0Gb,10,6.7
607,Camon19 6.7 1080*2460 6  64МП,18,17990,14751,TECNO,512,5,https://www.wildberries.ru/catalog/92265905/detail.aspx?targetUrl=BP,1,128Gb,,,
608,Galaxy S22 5G ,26,72990,54012,Samsung,12,4,https://www.wildberries.ru/catalog/85451582/detail.aspx?targetUrl=BP,1,128Gb,,,
609,Galaxy S20 FE ,30,49990,34993,Samsung,34,5,https://www.wildberries.ru/catalog/113254272/detail.aspx?targetUrl=BP,1,128Gb,,,
611,iPhone 12 ,0,84999,84999,Apple,8,5,https://www.wildberries.ru/catalog/123840917/detail.aspx?targetUrl=BP,1,128Gb,,,
612,Spark 9 Pro ,0,11990,11990,TECNO,18,5,https://www.wildberries.ru/catalog/102479237/detail.aspx?targetUrl=BP,1,128Gb,,,
613,Armor 8 Pro  12,26,16490,12202,Ulefone,38,4,https://www.wildberries.ru/catalog/98601901/detail.aspx?targetUrl=BP,1,128Gb,8Gb,300,6.1
614,Armor X5 Pro Black,26,10990,8132,Ulefone,24,5,https://www.wildberries.ru/catalog/98601866/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,5.5
615,iPhone 13 Pro Max  (СНГ),13,139990,121791,Apple,3,5,https://www.wildberries.ru/catalog/114447587/detail.aspx?targetUrl=BP,1,512Gb,0Gb,,
616,Galaxy A33 5G ,30,29990,20993,Samsung,32,5,https://www.wildberries.ru/catalog/113254241/detail.aspx?targetUrl=BP,1,128Gb,,,
617,Galaxy A73 5G ,32,46990,31953,Samsung,8,5,https://www.wildberries.ru/catalog/113254251/detail.aspx?targetUrl=BP,1,128Gb,,,
618,Galaxy A23 ,29,23990,17032,Samsung,13,5,https://www.wildberries.ru/catalog/106479546/detail.aspx?targetUrl=BP,1,128Gb,,,
619,Galaxy A53 5G ,37,37990,23933,Samsung,15,5,https://www.wildberries.ru/catalog/113254262/detail.aspx?targetUrl=BP,1,128Gb,,,
620,"20 Pro 5G 6,67"" 6  48 16 5 2 Мп 32 Мп",0,29990,29990,TCL,24,5,https://www.wildberries.ru/catalog/115443287/detail.aspx?targetUrl=BP,1,256Gb,,,
621,Galaxy A23 ,29,23990,17032,Samsung,7,5,https://www.wildberries.ru/catalog/106482598/detail.aspx?targetUrl=BP,1,128Gb,,,
622,"Galaxy A53 5G 6.5"" 2400x1080 Super AMOLED Exynos 12…",37,37990,23933,Samsung,25,5,https://www.wildberries.ru/catalog/112412872/detail.aspx?targetUrl=BP,1,128Gb,6Gb,200,6.5
623,"C30 6,5"" 2  8 Мп 5Мп",5,5990,5690,Realme,153,5,https://www.wildberries.ru/catalog/114891320/detail.aspx?targetUrl=BP,1,32Gb,,,6.5
624,Redmi 9A  3 Gray,15,8990,7641,Xiaomi,56,5,https://www.wildberries.ru/catalog/113190425/detail.aspx?targetUrl=BP,1,32Gb,2Gb,800,6.53
625,Galaxy S22 Ultra 5G ,23,129990,100092,Samsung,1,5,https://www.wildberries.ru/catalog/85451557/detail.aspx?targetUrl=BP,1,512Gb,,,
626,B1 Pro 6 64,26,18905,13989,IIIF150,2,5,https://www.wildberries.ru/catalog/135511323/detail.aspx?targetUrl=BP,1,64Gb,,,
627,"6868L Wide  6 6,8""",38,10790,6689,BQ,19,4,https://www.wildberries.ru/catalog/123120163/detail.aspx?targetUrl=BP,1,64Gb,4Gb,60,6.8
629,iPhone 13 mini  (СНГ),19,82990,67221,Apple,1,5,https://www.wildberries.ru/catalog/126165352/detail.aspx?targetUrl=BP,1,256Gb,,,
630,Redmi Note 11S NFC 6  Blue,30,25990,18193,Xiaomi,11,5,https://www.wildberries.ru/catalog/98753024/detail.aspx?targetUrl=BP,1,64Gb,,,
631,"Camon 19 Pro 6.78"" 8 Gb 50 32 МП",5,18937,17990,TECNO,20,5,https://www.wildberries.ru/catalog/117932056/detail.aspx?targetUrl=BP,1,128Gb,,,
632,"C31 1600x720 6.5"" 4  13 2 2 Мп 5 Мп",5,10200,9690,Realme,40,5,https://www.wildberries.ru/catalog/120260680/detail.aspx?targetUrl=BP,1,64Gb,,,
633,OSCAL S60 PRO,30,14271,9989,Blackview,20,5,https://www.wildberries.ru/catalog/119325302/detail.aspx?targetUrl=BP,1,64Gb,4Gb,50,5.7
635,Armor X10 Black,42,13490,7824,Ulefone,30,5,https://www.wildberries.ru/catalog/98601858/detail.aspx?targetUrl=BP,1,32Gb,4Gb,200,5.45
636,Redmi 10C  6 Blue (MZB0B2VRU),33,17990,12053,Xiaomi,14,5,https://www.wildberries.ru/catalog/76961303/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,6.71
640,X6  6,40,20500,12300,Honor,13,5,https://www.wildberries.ru/catalog/135350684/detail.aspx?targetUrl=BP,1,64Gb,4Gb,40,6.5
642,Galaxy A33 5G ,30,29990,20993,Samsung,10,4,https://www.wildberries.ru/catalog/104400499/detail.aspx?targetUrl=BP,1,128Gb,,,
643,Galaxy S22 5G ,26,72990,54012,Samsung,27,4,https://www.wildberries.ru/catalog/84888159/detail.aspx?targetUrl=BP,1,128Gb,,,
644,iPhone 13  (США),22,93990,73312,Apple,2,5,https://www.wildberries.ru/catalog/119938079/detail.aspx?targetUrl=BP,1,256Gb,,,
645,Galaxy S22 5G ,26,72990,54012,Samsung,8,4,https://www.wildberries.ru/catalog/113254271/detail.aspx?targetUrl=BP,1,128Gb,,,
647,M5  6 Black,24,14990,11392,POCO,17,5,https://www.wildberries.ru/catalog/106048892/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,6.58
649,iPhone 13  (Япония),19,79990,64791,Apple,1,5,https://www.wildberries.ru/catalog/137519474/detail.aspx?targetUrl=BP,1,128Gb,,,
650,Galaxy S22 Ultra 5G ,32,109990,74793,Samsung,4,5,https://www.wildberries.ru/catalog/112412863/detail.aspx?targetUrl=BP,1,128Gb,,,
651,Galaxy A53 5G ,28,39990,28792,Samsung,25,4,https://www.wildberries.ru/catalog/113254258/detail.aspx?targetUrl=BP,1,256Gb,,,
652,Galaxy A73 5G ,32,46990,31953,Samsung,16,4,https://www.wildberries.ru/catalog/112412910/detail.aspx?targetUrl=BP,1,128Gb,,,
654,Galaxy S21 FE ,21,55990,44232,Samsung,4,4,https://www.wildberries.ru/catalog/109510256/detail.aspx?targetUrl=BP,1,256Gb,,,
655,M5  6 Green,24,14990,11392,POCO,13,5,https://www.wildberries.ru/catalog/106048893/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,6.58
656,Power Armor 14 Pro,35,20990,13643,Ulefone,45,4,https://www.wildberries.ru/catalog/98601875/detail.aspx?targetUrl=BP,1,126Gb,6Gb,300,6.52
657,Galaxy A23 ,30,19990,13993,Samsung,19,5,https://www.wildberries.ru/catalog/113254266/detail.aspx?targetUrl=BP,1,64Gb,,,
658,M5s  128Gb,10,17990,16191,POCO,33,5,https://www.wildberries.ru/catalog/104500442/detail.aspx?targetUrl=BP,1,128Gb,4Gb,90,6.43
659,Galaxy S22  5G ,19,79990,64791,Samsung,1,5,https://www.wildberries.ru/catalog/85451999/detail.aspx?targetUrl=BP,1,128Gb,,,
660,"Redmi Note 11S  64Gb 6.43"" 1080x2400 108МП 8МП 2…",43,32990,18804,Xiaomi,46,5,https://www.wildberries.ru/catalog/72283599/detail.aspx?targetUrl=BP,1,64Gb,6Gb,,6.43
661,"С35 черный 2408x1080 6.6"" 4  5000 мАч",0,13590,13590,Realme,58,5,https://www.wildberries.ru/catalog/111525654/detail.aspx?targetUrl=BP,1,64Gb,,,
662,iPhone 13  (Япония),19,79990,64791,Apple,3,4,https://www.wildberries.ru/catalog/106947030/detail.aspx?targetUrl=BP,1,128Gb,,,
663,Galaxy S21 FE 5G ,25,52990,39742,Samsung,17,5,https://www.wildberries.ru/catalog/99532155/detail.aspx?targetUrl=BP,1,128Gb,,,
664,X8  128Gb Blue,22,28000,21840,Honor,44,5,https://www.wildberries.ru/catalog/100915221/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
665,Galaxy S22 Ultra 5G ,23,129990,100092,Samsung,2,5,https://www.wildberries.ru/catalog/112412862/detail.aspx?targetUrl=BP,1,512Gb,0Gb,,
666,iPhone 13  (Япония),19,79990,64791,Apple,4,4,https://www.wildberries.ru/catalog/131682310/detail.aspx?targetUrl=BP,1,128Gb,,,
667,POCO M4 5G  128Gb,17,18990,15761,Xiaomi,8,5,https://www.wildberries.ru/catalog/132101048/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
669,"Vision 3  6000 мАч 6.82""",5,8411,7990,ITEL,19,5,https://www.wildberries.ru/catalog/105855540/detail.aspx?targetUrl=BP,1,64Gb,4Gb,,6.82
670,iPhone SE  (СНГ),16,49990,41991,Apple,17,5,https://www.wildberries.ru/catalog/113244922/detail.aspx?targetUrl=BP,1,128Gb,,,
671,Galaxy S21 FE ,25,52990,39742,Samsung,14,5,https://www.wildberries.ru/catalog/99529706/detail.aspx?targetUrl=BP,1,128Gb,,,
672,Xiaomi F4 GT  12,27,65990,48172,POCO,17,5,https://www.wildberries.ru/catalog/111550937/detail.aspx?targetUrl=BP,1,128Gb,8Gb,50,6.67
673,"12 Pro  256Gb 6.73"" 1440 x 3200 50 МП   13 МП…",34,134990,89093,Xiaomi,6,5,https://www.wildberries.ru/catalog/76761680/detail.aspx?targetUrl=BP,1,256Gb,12Gb,30,6.73
674,Galaxy Z Flip4 ,20,74990,59992,Samsung,3,5,https://www.wildberries.ru/catalog/99532706/detail.aspx?targetUrl=BP,1,128Gb,,,
676,Xiaomi 12  256Gb,44,114990,64394,Xiaomi,4,5,https://www.wildberries.ru/catalog/114176843/detail.aspx?targetUrl=BP,1,256Gb,12Gb,10,6.28
677,Bison GT2 PRO 5G(Dimensity 900 8 256 FHD  NFC),86,200000,28000,UMIDIGI,9,4,https://www.wildberries.ru/catalog/88663544/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
678,Смартфон,30,27990,19593,Oukitel,7,4,https://www.wildberries.ru/catalog/73117569/detail.aspx?targetUrl=BP,1,128Gb,6Gb,30,6.52
679,Galaxy A53 5G ,37,37990,23933,Samsung,19,5,https://www.wildberries.ru/catalog/113254250/detail.aspx?targetUrl=BP,1,128Gb,,,
680,Redmi Note 11 Pro  5G  128Gb,21,41990,33172,Xiaomi,2,5,https://www.wildberries.ru/catalog/133812999/detail.aspx?targetUrl=BP,1,128Gb,6Gb,5,6.67
682,"Camon 19 PRO 8 , техно телефон",0,19990,19990,TECNO,15,5,https://www.wildberries.ru/catalog/117777115/detail.aspx?targetUrl=BP,1,128Gb,,,
683,C30 720p 2 32 зеленый,0,6890,6890,Realme,42,5,https://www.wildberries.ru/catalog/120843171/detail.aspx?targetUrl=BP,1,32Gb,2Gb,,
684,4030G Nice Mini,44,4672,2616,BQ,158,4,https://www.wildberries.ru/catalog/18088248/detail.aspx?targetUrl=BP,1,16Gb,1Gb,400,3.97
685,"Galaxy S22  5G 6.6"" 2340x1080 dAMOLED Exynos 2200 8…",19,79990,64791,Samsung,3,5,https://www.wildberries.ru/catalog/112412866/detail.aspx?targetUrl=BP,1,128Gb,8Gb,10,6.6
686,"6051G Soul IPS 6,09""",29,5197,3689,BQ,88,4,https://www.wildberries.ru/catalog/38435898/detail.aspx?targetUrl=BP,1,16Gb,1Gb,100,6.09
687,iPhone 13 mini  (Европа),17,106990,88801,Apple,1,5,https://www.wildberries.ru/catalog/139743937/detail.aspx?targetUrl=BP,1,512Gb,,,
688,"Galaxy A53 5G 6.5"" ",28,39990,28792,Samsung,18,5,https://www.wildberries.ru/catalog/106078805/detail.aspx?targetUrl=BP,1,256Gb,,,
690,POCO M4 5G  6,24,16990,12912,Xiaomi,6,5,https://www.wildberries.ru/catalog/102175906/detail.aspx?targetUrl=BP,1,64Gb,4Gb,60,6.58
691,Armor X10 Pro Black,43,14990,8544,Ulefone,46,5,https://www.wildberries.ru/catalog/98601884/detail.aspx?targetUrl=BP,1,64Gb,4Gb,300,5.45
692,Galaxy S22  5G ,19,89990,72891,Samsung,10,5,https://www.wildberries.ru/catalog/113254235/detail.aspx?targetUrl=BP,1,256Gb,,,
693,Galaxy S22 Ultra 5G ,23,129990,100092,Samsung,3,5,https://www.wildberries.ru/catalog/85451567/detail.aspx?targetUrl=BP,1,512Gb,,,
695,Galaxy S22 Ultra 5G ,23,129990,100092,Samsung,4,4,https://www.wildberries.ru/catalog/85452425/detail.aspx?targetUrl=BP,1,512Gb,,,
696,Redmi 10A  3 Gray (MZB0B8HRU),20,10490,8392,Xiaomi,17,4,https://www.wildberries.ru/catalog/116546337/detail.aspx?targetUrl=BP,1,32Gb,2Gb,400,6.53
697,Galaxy A53 5G ,28,39990,28792,Samsung,2,5,https://www.wildberries.ru/catalog/133642940/detail.aspx?targetUrl=BP,1,256Gb,,,
698,POP 6 Pro 6.56 1612*720 2 ,17,5990,4971,TECNO,4,4,https://www.wildberries.ru/catalog/135458429/detail.aspx?targetUrl=BP,1,32Gb,,,
699,12T  256Gb,22,50990,39772,Xiaomi,4,5,https://www.wildberries.ru/catalog/102249406/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
700,iphone 7 plus 128gb айфон 7 плюс,0,21900,21900,Apple,22,4,https://www.wildberries.ru/catalog/98224165/detail.aspx?targetUrl=BP,1,128Gb,,,
701,Cмартфон WP5 Pro 4  черный оранжевый,5,14990,14240,Oukitel,9,4,https://www.wildberries.ru/catalog/16720939/detail.aspx?targetUrl=BP,1,64Gb,,,
703,Galaxy S22 5G ,28,79990,57592,Samsung,1,5,https://www.wildberries.ru/catalog/133644908/detail.aspx?targetUrl=BP,1,256Gb,,,
704,12X 8  фиолетовый,40,85990,51594,Xiaomi,3,5,https://www.wildberries.ru/catalog/113210237/detail.aspx?targetUrl=BP,1,256Gb,,,
705,CAMON 19 Pro 8 ,0,19990,19990,TECNO,12,4,https://www.wildberries.ru/catalog/99798922/detail.aspx?targetUrl=BP,1,128Gb,,,
706,Galaxy S22 Ultra 5G ,32,109990,74793,Samsung,1,5,https://www.wildberries.ru/catalog/112412886/detail.aspx?targetUrl=BP,1,128Gb,,,
707,Galaxy S22 5G ,26,72990,54012,Samsung,14,5,https://www.wildberries.ru/catalog/113254268/detail.aspx?targetUrl=BP,1,128Gb,,,
708,Xiaomi 10С  64Gb синий,27,15990,11672,Redmi,9,4,https://www.wildberries.ru/catalog/94669603/detail.aspx?targetUrl=BP,1,64Gb,3Gb,,
709,"G50 6,82"" 720х1560 HD  4 ",17,23990,19911,Nokia,60,5,https://www.wildberries.ru/catalog/59427738/detail.aspx?targetUrl=BP,1,128Gb,,,6.82
710,M5s  6,6,15990,15030,POCO,152,5,https://www.wildberries.ru/catalog/102177026/detail.aspx?targetUrl=BP,1,64Gb,4Gb,800,6.43
711,"C33 5000 мА*ч 6.5""",5,12200,11590,Realme,11,5,https://www.wildberries.ru/catalog/123451936/detail.aspx?targetUrl=BP,1,128Gb,4Gb,40,6.5
712,Galaxy A33 5G ,30,29990,20993,Samsung,11,5,https://www.wildberries.ru/catalog/113254246/detail.aspx?targetUrl=BP,1,128Gb,,,
714,Galaxy A13 ,21,13990,11052,Samsung,1,5,https://www.wildberries.ru/catalog/133638888/detail.aspx?targetUrl=BP,1,32Gb,,,
715,C33 4 ,0,11790,11790,Realme,2,5,https://www.wildberries.ru/catalog/125780977/detail.aspx?targetUrl=BP,1,128Gb,,,
716,Galaxy S22 Ultra 5G ,32,109990,74793,Samsung,3,5,https://www.wildberries.ru/catalog/112412899/detail.aspx?targetUrl=BP,1,128Gb,,,
717,iPhone 8 ,0,21990,21990,Apple,25,3,https://www.wildberries.ru/catalog/95268379/detail.aspx?targetUrl=BP,0,256Gb,,,
718,Redmi 10C  6 Green (MZB0B38RU),33,16990,11383,Xiaomi,7,5,https://www.wildberries.ru/catalog/132205195/detail.aspx?targetUrl=BP,1,64Gb,4Gb,80,6.71
720,"Galaxy S22 Ultra 5G 6.8"" ",29,119990,85192,Samsung,3,5,https://www.wildberries.ru/catalog/109302482/detail.aspx?targetUrl=BP,1,256Gb,,,
722,OSCAL S60 PRO,30,13986,9790,Blackview,20,5,https://www.wildberries.ru/catalog/119325303/detail.aspx?targetUrl=BP,1,64Gb,4Gb,40,5.7
723,Blade V40 Vita 4  90Гц,0,11990,11990,ZTE,6,5,https://www.wildberries.ru/catalog/134101067/detail.aspx?targetUrl=BP,1,128Gb,,,
727,P50 Pocket,31,129999,89699,Huawei,12,5,https://www.wildberries.ru/catalog/88845473/detail.aspx?targetUrl=BP,1,512Gb,12Gb,10,6.9
728,POP 6 Pro 2 ,15,6459,5490,TECNO,27,5,https://www.wildberries.ru/catalog/133514589/detail.aspx?targetUrl=BP,1,32Gb,,,
730,Armor X5 Black,26,9990,7392,Ulefone,11,5,https://www.wildberries.ru/catalog/98601911/detail.aspx?targetUrl=BP,1,32Gb,3Gb,100,5.5
731,Galaxy S21 FE ,25,52990,39742,Samsung,16,5,https://www.wildberries.ru/catalog/120563819/detail.aspx?targetUrl=BP,1,128Gb,,,
732,NOTE 12 6 ,32,18990,12913,Infinix,16,5,https://www.wildberries.ru/catalog/127707414/detail.aspx?targetUrl=BP,1,128Gb,,,
733,"V23e 6.44"", 12",29,29990,21292,VIVO,15,5,https://www.wildberries.ru/catalog/99530500/detail.aspx?targetUrl=BP,1,128Gb,8Gb,60,6.44
734,"Spark Go 2022, детский режим",0,5490,5490,TECNO,7,5,https://www.wildberries.ru/catalog/85598319/detail.aspx?targetUrl=BP,1,32Gb,2Gb,80,6.5
736,А55 4 ,11,18990,16901,OPPO,376,5,https://www.wildberries.ru/catalog/55919141/detail.aspx?targetUrl=BP,1,64Gb,,,
737,C31 3  серебристый,5,8411,7990,Realme,11,5,https://www.wildberries.ru/catalog/118793535/detail.aspx?targetUrl=BP,1,32Gb,1Gb,,
738,"C35 4 , реалми новинка, андроид телефон",0,13990,13990,Realme,2,3,https://www.wildberries.ru/catalog/117755265/detail.aspx?targetUrl=BP,0,128Gb,,,
740,"8i черный 2412x1080 6.6"" 4  50 2 2 Мп 16 Мп 50…",0,13990,13990,Realme,59,5,https://www.wildberries.ru/catalog/73292268/detail.aspx?targetUrl=BP,1,64Gb,,,
741,Goal Plus,51,6465,3167,Jinga,56,4,https://www.wildberries.ru/catalog/12175436/detail.aspx?targetUrl=BP,1,8Gb,1Gb,700,5.45
742,iPhone SE  (СНГ),26,45990,34032,Apple,1,1,https://www.wildberries.ru/catalog/126679770/detail.aspx?targetUrl=BP,0,64Gb,,,
744,Galaxy S22  5G ,19,89990,72891,Samsung,16,5,https://www.wildberries.ru/catalog/113254231/detail.aspx?targetUrl=BP,1,256Gb,,,
747,iPhone 13 Pro Max 1Tb (СНГ),16,159990,134391,Apple,4,4,https://www.wildberries.ru/catalog/114447585/detail.aspx?targetUrl=BP,1,1024Gb,0Gb,20,6.7
748,Samsung Galaxy S10  восстановленный,0,25500,25500,Samsung,8,5,https://www.wildberries.ru/catalog/138929967/detail.aspx?targetUrl=BP,1,128Gb,,,
749,"Y33s 2109 6.58""  128Gb",33,19999,13399,VIVO,15,5,https://www.wildberries.ru/catalog/99531491/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,6.58
750,iPhone 6s  . Айфон 6S,0,13990,13990,Apple,30,5,https://www.wildberries.ru/catalog/98008628/detail.aspx?targetUrl=BP,1,64Gb,,,
751,"F150 B2021 6 , черный",10,16990,15291,Oukitel,8,5,https://www.wildberries.ru/catalog/61105072/detail.aspx?targetUrl=BP,1,64Gb,,,
752,iPhone SE  (СНГ),16,49990,41991,Apple,14,5,https://www.wildberries.ru/catalog/113244925/detail.aspx?targetUrl=BP,1,128Gb,,,
753,Galaxy S21 FE ,25,52990,39742,Samsung,24,5,https://www.wildberries.ru/catalog/99532385/detail.aspx?targetUrl=BP,1,128Gb,,,
754,"Galaxy A53 5G 6.5"" ",37,37990,23933,Samsung,6,5,https://www.wildberries.ru/catalog/109222309/detail.aspx?targetUrl=BP,1,128Gb,,,
755,F4 GT  12,27,65990,48172,POCO,3,5,https://www.wildberries.ru/catalog/78278144/detail.aspx?targetUrl=BP,1,128Gb,8Gb,20,6.67
756,Galaxy A73 5G ,30,49990,34993,Samsung,2,5,https://www.wildberries.ru/catalog/115825284/detail.aspx?targetUrl=BP,1,256Gb,,,
757,iphone 7 plus 256gb,0,22190,22190,Apple,29,4,https://www.wildberries.ru/catalog/120371483/detail.aspx?targetUrl=BP,1,256Gb,,,
758,C33 4 ,26,14851,10989,Realme,15,5,https://www.wildberries.ru/catalog/136425345/detail.aspx?targetUrl=BP,1,128Gb,,,
759,C33 4 ,0,9990,9990,Realme,4,5,https://www.wildberries.ru/catalog/125781706/detail.aspx?targetUrl=BP,1,64Gb,,,
760,"C30 6,5"" 4 ",5,8937,8490,Realme,41,5,https://www.wildberries.ru/catalog/114889102/detail.aspx?targetUrl=BP,1,64Gb,7Gb,,6.5
761,Redmi A1   3 Blue,19,7990,6471,Xiaomi,15,4,https://www.wildberries.ru/catalog/106048888/detail.aspx?targetUrl=BP,1,32Gb,2Gb,100,6.52
762,Galaxy A33 5G ,30,29990,20993,Samsung,6,5,https://www.wildberries.ru/catalog/104401751/detail.aspx?targetUrl=BP,1,128Gb,,,
766,"C20 6,52 720x1600 2 ",25,9290,6967,Nokia,96,4,https://www.wildberries.ru/catalog/27207876/detail.aspx?targetUrl=BP,1,32Gb,,,6.52
767,iPhone 12  (АЗИЯ),13,60657,52771,Apple,6,5,https://www.wildberries.ru/catalog/131112483/detail.aspx?targetUrl=BP,1,64Gb,,,
770,iPhone 13 Pro Max  (США),13,139990,121791,Apple,1,5,https://www.wildberries.ru/catalog/119938090/detail.aspx?targetUrl=BP,1,512Gb,0Gb,,
771,Redmi Note 11 Pro  5G  12,23,43990,33872,Xiaomi,1,5,https://www.wildberries.ru/catalog/133813806/detail.aspx?targetUrl=BP,1,128Gb,8Gb,5,6.67
772,Galaxy A53 5G,21,41220,32563,Samsung,5,4,https://www.wildberries.ru/catalog/96855897/detail.aspx?targetUrl=BP,1,128Gb,6Gb,10,6.7
773,Camon 19 черный 2460 х 1080 6.8'' 6 Gb 64 16…,5,14727,13990,TECNO,11,5,https://www.wildberries.ru/catalog/117932051/detail.aspx?targetUrl=BP,1,128Gb,,,
774,"Narzo 50i Prime 5000 мАч 6.5""",5,7358,6990,Realme,9,5,https://www.wildberries.ru/catalog/127700603/detail.aspx?targetUrl=BP,1,32Gb,3Gb,100,6.5
775,SparkGo2022 6.5 720x1600 2 ,15,7990,6791,TECNO,1905,5,https://www.wildberries.ru/catalog/104298932/detail.aspx?targetUrl=BP,1,32Gb,,,6.5
777,C25s 4 64гб,0,12990,12990,Realme,4,5,https://www.wildberries.ru/catalog/51549082/detail.aspx?targetUrl=BP,1,64Gb,4Gb,,
778,"Y33s 2109 6.58""  128Gb",33,19999,13399,VIVO,6,4,https://www.wildberries.ru/catalog/99531631/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,6.58
780,iPhone 13  (США),22,93990,73312,Apple,4,4,https://www.wildberries.ru/catalog/127638648/detail.aspx?targetUrl=BP,1,256Gb,,,
781,"12X  256Gb 6.28"" 1080 x 2400 50 МП   8 МП   2…",42,85990,49874,Xiaomi,18,5,https://www.wildberries.ru/catalog/72286993/detail.aspx?targetUrl=BP,1,256Gb,8Gb,30,6.28
782,12T PRO  128G,11,55990,49831,Xiaomi,4,4,https://www.wildberries.ru/catalog/102251245/detail.aspx?targetUrl=BP,1,128Gb,8Gb,,
787,iPhone 7  Айфон 7,0,16990,16990,Apple,29,3,https://www.wildberries.ru/catalog/96377330/detail.aspx?targetUrl=BP,0,128Gb,,,
788,Galaxy Z Flip4 5G ,20,81990,65592,Samsung,4,5,https://www.wildberries.ru/catalog/121115935/detail.aspx?targetUrl=BP,1,256Gb,,,
789,Galaxy A03 4 ,0,10990,10990,Samsung,1,5,https://www.wildberries.ru/catalog/139335462/detail.aspx?targetUrl=BP,1,64Gb,,,
792,"Galaxy A33 5G 6.4"" ",30,29990,20993,Samsung,4,5,https://www.wildberries.ru/catalog/109188706/detail.aspx?targetUrl=BP,1,128Gb,,,
794,POCO C40  32Gb Green,25,11990,8992,Xiaomi,23,5,https://www.wildberries.ru/catalog/115424051/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
795,"Galaxy A53 5G 6.5"" ",37,37990,23933,Samsung,3,5,https://www.wildberries.ru/catalog/109242309/detail.aspx?targetUrl=BP,1,128Gb,,,
796,C25Y  6,0,9990,9990,Realme,6,5,https://www.wildberries.ru/catalog/103941713/detail.aspx?targetUrl=BP,1,64Gb,4Gb,10,6.5
798,6631G Surf,30,6414,4489,BQ,67,4,https://www.wildberries.ru/catalog/25710253/detail.aspx?targetUrl=BP,1,16Gb,2Gb,200,6.53
799,Galaxy A13 ,18,16990,13931,Samsung,2,5,https://www.wildberries.ru/catalog/106475390/detail.aspx?targetUrl=BP,1,128Gb,,,
800,Poco X4 Pro  256Gb,25,41190,30892,Xiaomi,9,5,https://www.wildberries.ru/catalog/96944227/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
801,Redmi 9A 2 ,12,8990,7911,Xiaomi,42,5,https://www.wildberries.ru/catalog/119037937/detail.aspx?targetUrl=BP,1,32Gb,,,
802,"5031G Fun IPS 5""",41,5407,3190,BQ,31,4,https://www.wildberries.ru/catalog/113039904/detail.aspx?targetUrl=BP,1,16Gb,2Gb,100,5
803,iPhone 13  (СНГ),22,93990,73312,Apple,2,3,https://www.wildberries.ru/catalog/126116096/detail.aspx?targetUrl=BP,0,256Gb,,,
804,iPhone 12  (СНГ),13,60657,52771,Apple,6,5,https://www.wildberries.ru/catalog/121115932/detail.aspx?targetUrl=BP,1,64Gb,,,
805,Galaxy S21 FE 5G ,25,52990,39742,Samsung,9,5,https://www.wildberries.ru/catalog/104435336/detail.aspx?targetUrl=BP,1,128Gb,,,
